"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","feature_name"
-10,0.0193597458935012,-10,-10,0.0167075826751795,-10,-10,-10,-10,0.00346022020774414,0.206975435376956,-10,"NetEff"
0.299935766180241,0.0156636051619418,2,0.242907128749633,0.0253370154893748,2,0.380888022344674,0,2,0.369889211809482,0.000864219878923267,2,"AccessAir"
0.186353887913367,0.0329887341384277,4,0.212489803405948,0.00328263058587097,4,0.161247552027314,0,4,0.170039818345023,0.0122511291322591,4,"AirportDens"
0.473343246540293,6.38724744250752e-06,9,0.453994094483785,8.8135502229747e-08,9,0.519645811125456,0,9,0.529762973053621,1.5568215616657e-07,9,"Capital"
0.554125152242163,0.0969381605731299,14,1.51064567959225,5.56951625223512e-05,14,0.93362774194554,0,14,0.976032461933982,0.000543922719270507,14,"EMPDENS0"
-0.160817713551861,0.449797873067005,15,-2.39640638410905,0.0162235885235812,15,1.1836557798472,0.00130772933114887,15,1.035810487865,0.0519839923324967,15,"EREH0"
-0.431517675525991,0.0409639705538476,18,-0.59360231098895,0.00484203280115325,18,-0.948299201732191,0,18,-0.927542203171589,2.81243076405424e-06,18,"GDPCAP0"
-0.0934906467928705,0.147943163826485,20,-0.176851516222675,0.0108008883253694,20,-0.0816815522119612,0,20,-0.0848875159039316,0.102959850628484,20,"Hazard"
0.226071236854384,0.199078655570924,22,0.760323198571865,0.000651494932294439,22,0.58817808222242,0,22,0.609021563114812,0.00578140323028808,22,"INTF"
-0.749921338175556,0.0383559092324626,31,-1.14125257881942,1.3535555812072e-05,31,-1.01534687905132,0,31,-1.03765376910917,0.000630291509696512,31,"POPDENS0"
0.128805642767334,0.121335761705758,42,0.236873704044462,0.00564905349919664,42,0.226542022764058,0,42,0.226864656733416,0.00406590861703116,42,"shGFCF"
-0.152495681443376,0.0576243297548057,48,-0.247014583183214,0.00187136436747637,48,-0.0183959914484296,0.00108145476471955,48,-0.0311116846294672,0.348834589111632,48,"Temp"
-8.80303289705911e-10,-10,40,0.148233336443805,0.116651685062163,40,0.137150114245047,0,40,0.14022138189443,0.13589484312175,40,"ShAB0"
1.35462748942101e-09,-10,7,2.77974806387384,0.000161374238628387,7,1.37143134691068,0.00118853072815073,7,1.47765886705982,0.0128114063822276,7,"ARL0"
-1.65292045422386e-09,-10,16,-2.96373639222639,0.000697038125469285,16,-1.67500085053382,0.00400502852790963,16,-1.77452944722066,0.0114689717887689,16,"EREL0"
