"","V1","V2","V3","V4"
"1",0.0170083263644615,0.00840889762980723,0,0.206975435376963
"2",6,6,0,0
"3",0.215686274509804,1,1,1
"4",1,0,0,0
"5",1.03955789233966,2.36928454503832,0,0
"6",0.629818351559944,0.396328186559095,0.468377014664899,0.467088409963953
